TotalRows
Total Borrower Account AR Logs: 2409

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Approve Refund for $5.00 dated 8-17-93 had an error in the refund UDP - corrected and resubmit for approval.,4/2/2013,1001751202,BROFSArv,BROFSAap,ferrelb
"Approve Refund IPAC to lender DLCN Montgomery, AL for $3,632.74 on 2/1/12.",4/4/2013,1002005335,BROFSArv,BROFSAap,tatarm
"Approve Refund IPAC to lender DLCN Montgomery, AL for $6,810.12 on 2/25/13 (con has no collection fees nor does the sf1081).",4/4/2013,1002020001,BROFSArv,BROFSAap,tatarm
APPROVE REFUND OF AWG AND TOP PAYMENTS TOTALING $ 439.24: TR 1935006 130.40 3/8/2013; TR 1951069 121.11 2/25/2013; TR 1964028 $ 114.40 2/6/2013; TR S89575039 73.33 2/1/201,4/16/2013,1002526304,BROFSArv,BROFSAap,ferrelb
APPROVE REFUND OF AWG PAYMENTS TOTALING $238.21: TR 7504061 69.25 7/17/2012; TR 7502507 63.24 7/10/2012; TR 7502653 63.55 7/5/2012; TR 7501347 42.17 6/26,4/16/2013,1002592640,BROFSArv,BROFSAap,ferrelb
Approve Refund OF AWG PAYMENTS TOTALING $666.76: TR 7502480 168.03 1/31/2013; TR 7505297 229.10 1/17/2013; TR 7506098 97.96 1/3/2013; TR 7501269 171.77 12/24/2012,4/16/2013,1002671718,BROFSArv,BROFSAap,ferrelb
Approve REFUND OF TOP PAYMENT OF 24.61 TR S90750863 2/19/2013 ,4/11/2013,1002713237,BROFSArv,BROFSAap,ferrelb
Approve refund per 1/31/13 notation,4/11/2013,1003236322,BROFSArv,BROFSAap,tatarm
Approve refund per 2/8/13 notation,4/11/2013,1002846815,BROFSArv,BROFSAap,tatarm
Approve refund per 3/20/13 notation,4/11/2013,1003200299,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/8/2013,1002177557,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/10/2013,1003575827,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/10/2013,1003571539,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/11/2013,1003336030,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/11/2013,1003468666,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/11/2013,1003088634,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/15/2013,1003038785,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/15/2013,1003051399,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/15/2013,1003036924,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/15/2013,1002892470,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/15/2013,1002657547,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notation,4/17/2013,1003037862,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/13 notations,4/10/2013,1003641633,BROFSArv,BROFSAap,tatarm
Approve refund per 3/21/2013 notation,4/9/2013,1000309456,BROFSArv,BROFSAap,tatarm
Approve refund per 3/22/13 notation,4/10/2013,1003628969,BROFSArv,BROFSAap,tatarm
Approve refund per 3/22/13 notation,4/10/2013,1003609187,BROFSArv,BROFSAap,tatarm
Approve refund per 3/22/13 notation,4/15/2013,1003073745,BROFSArv,BROFSAap,tatarm
Approve refund per 3/22/13 notation,4/15/2013,1002901279,BROFSArv,BROFSAap,tatarm
Approve refund per 3/28/13 notation,4/8/2013,1000241216,BROFSArv,BROFSAap,tatarm
Approve refund per 3/28/13 notation,4/8/2013,1003085701,BROFSArv,BROFSAap,tatarm
Approve refund per 3/28/2013 notation,4/8/2013,1000224217,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/12 notation,4/18/2013,1000954802,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000972096,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000909801,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000873772,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1001722175,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/15/2013,1000331445,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/15/2013,1001416827,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/15/2013,1000411386,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/15/2013,1000451614,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000625539,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000586637,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000682778,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000681619,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000664385,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000690277,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000697195,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000653293,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000868245,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000848620,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000872134,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000824382,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation,4/18/2013,1000770703,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation.  Additional refund $133.39 3/12/13,4/15/2013,1000203993,BROFSArv,BROFSAap,tatarm
Approve refund per 3/6/13 notation.  Additional refund $264.38 3/8/13,4/15/2013,1000418639,BROFSArv,BROFSAap,tatarm
Approve refund per 3/7/13 notation,4/18/2013,1000879331,BROFSArv,BROFSAap,tatarm
Approve refund per 3/7/13 notation,4/18/2013,1000540234,BROFSArv,BROFSAap,tatarm
Approve refund per 3/7/13 notation,4/18/2013,1000605879,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1001058598,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1001991629,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1000169661,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1001058598,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1001991629,BROFSArv,BROFSAap,tatarm
Approve refund per 4/8/13 notation,4/15/2013,1000169661,BROFSArv,BROFSAap,tatarm
Approve refund per notation 3/6/2013,4/4/2013,1001885093,BROFSArv,BROFSAap,tatarm
Approve refund per notation 3/6/2013,4/4/2013,1002077817,BROFSArv,BROFSAap,tatarm
Approve refund per notation 3/7/13,4/15/2013,1000212495,BROFSArv,BROFSAap,tatarm
Approve refund to 3rd party per 3/7/2013 notation,4/4/2013,1001863726,BROFSArv,BROFSAap,tatarm
"Approve Refund TOP after rehab to borrower for $3,807.55 on 2/11/13.",4/4/2013,1001871418,BROFSArv,BROFSAap,tatarm
"Approve Refund TOP and AWG pmts: $57.73, 02/04/13, TR S89624627; $36.26, 02/14/13, TR 7501165; $7.60, 02/19/13, TR 7504093; $41.90, 02/19/13, TR 7510199; $39.64, 02",4/8/2013,1003109607,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP and AWG pmts: $81.96, 02/08/13, TR S89937904; $54.43, 02/15/13, TR 1946086; $48.47, 02/19/13, TR02040063; $55.33, 02/28/13, TR 1949009",4/8/2013,1003256201,BROFSArv,BROFSAap,ferrelb
Approve REFUND TOP FOR HARDSHIP TO BORR,4/8/2013,1000394241,BROFSArv,BROFSAap,ferrelb
Approve REFUND TOP FOR HARDSHIP TO BORR: 2-7-13 $2234.00 ,4/8/2013,1000323102,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP hardship per shumpet to borrower for $1,000.00 trc# S90180644 on 2/12/13 (refer to A/R event on 3/4/13)",4/4/2013,1002021854,BROFSArv,BROFSAap,tatarm
"Approve Refund TOP hardship per shumpet to borrower for $2,004.6 (REDO REQUEST)",4/16/2013,1001474283,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP hardship per shumpet to borrower for $2,004.68 trc# S90333523 on 2/13/13",4/11/2013,1001474283,BROFSArv,BROFSAap,ferrelb
Approve Refund TOP hardship per shumpet to borrower for $201.43 trc# S90250358 on 2/13/13 (refer to A/R event on 4/4/13).,4/11/2013,1000596143,BROFSArv,BROFSAap,ferrelb
"Approve REFUND TOP OP TO BORR: $28.83, T#S8966713, 2/5/13",4/11/2013,1002981644,BROFSArv,BROFSAap,ferrelb
"APPROVE Refund TOP pmt: $1364.33, 02/08/13, TR S",4/8/2013,1003107989,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP pmt: $52.75, 02/13/13, TR S90301210",4/3/2013,1001629172,BROFSArv,BROFSAap,ferrelb
"APPROVE Refund TOP pmt: $6293.00, 03/06/13, TR S92054009",4/3/2013,1001770545,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP pmt: $665.02, 02/12/13, TR S90217888",4/11/2013,1002983062,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP pmt: $85.57, 03/06/13, TR S92134485",4/11/2013,1003050187,BROFSArv,BROFSAap,ferrelb
"Approve Refund TOP pmt: $85.57, 03/06/13, TR S92134485",4/11/2013,1003050187,BROFSArv,BROFSAap,ferrelb
Approve Refund TOP to borrower for $367.01  on 2/6/13,2/28/2013,1003389782,BROFSArv,BROFSAap,tatarm
Approve Refund TOP to borrower for $38.02 on 2/5/13,4/4/2013,1001730593,BROFSArv,BROFSAap,tatarm
Approve Refund TOP to borrower for $58.78  on 2/25/13.,4/4/2013,1001976644,BROFSArv,BROFSAap,tatarm
Approve Refund TOP to borrower for $826.89 on 2/26/13.,4/4/2013,1002108252,BROFSArv,BROFSAap,tatarm
"Approve Refund TOP to borrower, account rehabbed: $1486.23, 02/27/2013",4/8/2013,1000038880,BROFSArv,BROFSAap,tatarm
Approve refund totaling $197.96 to borrower for AWG and TOP OP. awise/r4,4/11/2013,1000399869,BROFSArv,BROFSAap,wisea
Approve refund totaling $301.78 to borrower for 4 AWG & 1 TOP op. awise/r4 ,4/8/2013,1000309732,BROFSArv,BROFSAap,wisea
"APPROVE REFUND VOL TO DL-MONT (TOTAL-$80.00) PER 3/7/12 NOTES: $20.00, T#1926023, 11/14/12, $20.00, T#1943034, 12/17/12, $20.00, T#1967031, 1/16/13, $20.00, T#",4/16/2013,1002760773,BROFSArv,BROFSAap,ferrelb
"APPROVE REFUND VOL TO DL-MONT AFTER REHAB: $72.00, T#000009, 9/15/11",4/16/2013,1002715720,BROFSArv,BROFSAap,ferrelb
"APPROVE REFUND VOLS AFTER IPAC TO DL-MONT: ($200.00-TOTAL) $50.00, T#2007012, 2/20/13, $50.00, T#1994034, 1/16/13, $50.00, T#2039017, 12/18/12, $50.00, T#2",4/16/2013,1002706757,BROFSArv,BROFSAap,ferrelb
APPROVE REFUND:  refund TOP recvd after hdshp approval 5/1/12 $330.92,8/31/2012,1002524350,BROFSArv,BROFSAap,ferrelb
"Approve Refund:  Transfer to lender Sallie Mae Atlanta, GA SPD after rehab for $50.00 trc# S806293 on 2/26/13.",4/3/2013,1001500188,BROFSArv,BROFSAap,ferrelb
"APPROVE REFUND: $45.15 PARTIAL TOP OP TO BORROWER
TRACE # S92101833 $45.15 03/06/2013",4/4/2013,1000826220,BROFSArv,BROFSAap,ferrelb
"Approve Refund: Refund TOP to borrower for $175.00 trc# S91293665 on 2/25/13 (comp met for $2,775.00 and a top pymnt came in for $2,950.00; took difference - refer to A/R event on 12/12/12 regarding comp).",4/4/2013,1001085442,BROFSArv,BROFSAap,ferrelb
"Approve refund: Transfer to lender DLSS Atlanta, GA (33)VOL (total amt $4,950.00)",4/11/2013,1002842391,BROFSArv,BROFSAap,ferrelb
"Approve Refund: Transfer to lender Pheaa Atlanta, GA MC after rehab for $300.00 trc#5317 on 10/1/12.",4/4/2013,1001031961,BROFSArv,BROFSAap,ferrelb
Approve refund:Refund $150.00; Vol after Rehab to lender - Sallie Mae,9/4/2012,1001851160,BROFSArv,BROFSAap,ferrelb
Approve refund:to Sallie Mae for vol payments received after rehab of $130.64,12/7/2012,1001152496,BROFSArv,BROFSAap,ferrelb
Approve refunds for $352.00  2 AWG and 1 partial TOP pymt to borrower. awise/r4,3/29/2013,1000613327,BROFSArv,BROFSAap,wisea
Approve refunds notated 2/22/2013 additional refund $160.27 3/1/2013,3/4/2013,1002396878,BROFSArv,BROFSAap,tatarm
APPROVE RFUND $50.00 VOL AFTER REHAB TO LEND,4/8/2013,1003101214,BROFSArv,BROFSAap,ferrelb
"APProve Transfer to lender Sallie Mae Atlanta, GA (2)VOL (total amt $140.00) after rehab for $70.00 trc#1929023 on 3/8/13 and $70.00 trc#1971004 on 2/11/13.",4/16/2013,1001946646,BROFSArv,BROFSAap,ferrelb
APPROVE: REFUND $120.00 (3) VOL AFTER REHAB TO LENDER - PHEAA,4/4/2013,1003431873,BROFSArv,BROFSAap,ferrelb
"APPROVE: Refund (32)AWG (total amt $4,448.50) to borrower ",4/16/2013,1002020763,BROFSArv,BROFSAap,ferrelb
"Approve: Refund AWG and TOP (total amt $195.75) to borrower for $46.68 trc#7501027 on 3/4/13 and a partial TOP for $99.97 trc# S91397175 on 2/26/13 , $49.10 trc#1941024 on 3/11/13.",4/3/2013,1001539220,BROFSArv,BROFSAap,ferrelb
APPROVE: Refund AWG to borrower for $158.17 trc#1939011 on 3/8/13.,4/16/2013,1001932714,BROFSArv,BROFSAap,ferrelb
APPROVE: Refund AWG to borrower for $215.06 trc#1964036 on 3/11/13.,4/16/2013,1001942333,BROFSArv,BROFSAap,ferrelb
APPROVE: REFUND OF AWG PAYMENT TR1954074 2/11/2013 111.89,4/16/2013,1002627683,BROFSArv,BROFSAap,ferrelb
"APPROVE: REFUND TOP AFTER REHAB TO BORR: $1792.58, T$S89955746, 2/8/13",4/16/2013,1002211809,BROFSArv,BROFSAap,ferrelb
APPROVE:Refund (2)AWG (total amt $149.79) to borrower for $123.12 trc#7510248 on 1/7/13 and a partial for $26.67 trc#7505521 on 12/27/12.,4/4/2013,1001197112,BROFSArv,BROFSAap,ferrelb
APPROVE; REFUND $1364.10 PARTIAL TOP AFTER COMP TO BORROWER,4/2/2013,1001810397,BROFSArv,BROFSAap,ferrelb
APPROVE; REFUND $37.22 TOP OP TO BORROWER,4/16/2013,1001886981,BROFSArv,BROFSAap,ferrelb
APPROVE; REFUND $412.34 TOP AFTER COMP TO BORROWER,4/16/2013,1002230375,BROFSArv,BROFSAap,ferrelb
APPROVE; REFUND $418.28 AWG OP TO BORROWER,4/3/2013,1001823265,BROFSArv,BROFSAap,ferrelb
Approved $149.00 refund to lender../iford,4/25/2012,1000204427,BROFSArv,BROFSAap,fordi
"Approved (11) refund totaling $2,202.66 to bwr./iford",5/10/2012,1001779458,BROFSArv,BROFSAap,fordi
Approved (3) TOP refunds totaling $5604.00 to bwr/spouse,6/4/2013,1001398670,BROFSArv,BROFSAap,fordi
APPROVED 2 ITEM TO NEW SERVICER - ADERRICK,5/9/2013,1001610287,BROFSArv,BROFSAap,derrica
Approved 2 refunds ( 2.45 & 87.79) 89.87 to borrower ,2/29/2012,1002586316,BROFSArv,BROFSAap,reidw
Approved 2 refunds to lender totalling 143.00,3/14/2012,1002715720,BROFSArv,BROFSAap,reidw
Approved 2 refunds totalling 58.81 to lender,3/7/2012,1000845157,BROFSArv,BROFSAap,reidw
Approved 4 refunds to lender totalling 372.00,3/8/2012,1001125175,BROFSArv,BROFSAap,reidw
Approved 5 lender refunds totalling 500.00.,3/7/2012,1001219646,BROFSArv,BROFSAap,reidw
Approved 7 refund of 125.00 (875) to lender ,3/14/2012,1002771060,BROFSArv,BROFSAap,reidw
Approved again/did not process,6/3/2013,1002420986,BROFSArv,BROFSAap,toomerc
Approved COMP MET 6-17-11 REFUND TOP AFTER COMP TO BORR: 2-21-13 $448.00 T#S90921942.   E. Sweet-Grundy/reg iv,3/14/2013,1002089228,BROFSArv,BROFSAap,sweete
Approved FO Hardship refund to borrower again/did not process,5/30/2013,1002420986,BROFSArv,BROFSAap,toomerc
Approved GA Refund $505.00 1/18/13 tr#000136 for ATB approval on 1/17/13  E. Sweet-Grundy/reg iv,2/8/2013,1002334964,BROFSArv,BROFSAap,sweete
APPROVED HARDSHIP TOP REFUND - ADERRICK,4/11/2013,1000366636,BROFSArv,BROFSAap,derrica
approved refund,11/8/2012,1000593307,BROFSArv,BROFSAap,dennisw
approved refund,11/8/2012,1001129057,BROFSArv,BROFSAap,dennisw
approved refund,11/1/2012,1002279614,BROFSArv,BROFSAap,dennisw
APPROVED REFUND,4/5/2013,1001284810,BROFSArv,BROFSAap,greshae
APPROVED REFUND,4/5/2013,1001454458,BROFSArv,BROFSAap,greshae
Approved refund $109.00 TOP to borrower.,6/26/2012,1003400774,BROFSArv,BROFSAap,gissenk
Approved refund $1252.06 AWG OP to borrower.,8/31/2012,1000346718,BROFSArv,BROFSAap,gissenk
Approved refund $195.28 AWG OP  on3/19/13 to Borr.,4/16/2013,1002747178,BROFSArv,BROFSAap,halords
Approved refund $205.00 VOL pmt to DL-Montgomery.,8/31/2012,1002672069,BROFSArv,BROFSAap,gissenk
"APPROVED REFUND $214.83 TO B, AWG PMTS RECD AFTER REHAB",1/17/2013,1001393763,BROFSArv,BROFSAap,goodrup
"Approved refund $229.84 AWG to borrower, AWG overpaid account",2/1/2013,1001401944,BROFSArv,BROFSAap,marksp
"Approved refund $245.46 (4AWGs) (1Partial TOP) to borrower, AWG & Top overpaid account",1/18/2013,1001217574,BROFSArv,BROFSAap,marksp
Approved refund $2653.00 TOP to borrower and $41.00 VOL to Lender Great Lakes.,8/8/2012,1003255658,BROFSArv,BROFSAap,gissenk
Approved refund $2949.79 to borrower,8/6/2012,1000394241,BROFSArv,BROFSAap,reidw
"Approved refund $3,325.00 FO to borrower/Rehab posting delay, FO refunded",7/18/2012,1001343061,BROFSArv,BROFSAap,toomerc
Approved Refund $325.27 (2) to borrower plus additional refunds/AWG overpayments,7/18/2012,1000722221,BROFSArv,BROFSAap,colling
Approved refund $327.00 02/23/12  to borrower for top op. awise/r4,5/22/2012,1002586316,BROFSArv,BROFSAap,wisea
"APPROVED REFUND $367.68 TO B, TOP O/P",3/8/2013,1000590409,BROFSArv,BROFSAap,goodrup
Approved refund $50.00 to DL.,3/2/2012,1001241968,BROFSArv,BROFSAap,gissenk
"APPROVED REFUND $56 TO B, PMT RECD AFTER HS APPRVD 11/12, ADDITIIONAL REF DUE",3/8/2013,1000356570,BROFSArv,BROFSAap,goodrup
"Approved refund $6,154.00 TOP Ofst on 3/11/13 to Borr - after bankruptcy discharged.",4/16/2013,1002874251,BROFSArv,BROFSAap,halords
Approved refund $60.00 to borrower.,4/4/2012,1000282068,BROFSArv,BROFSAap,gissenk
Approved refund $8.03 to bwr for WG OP.,3/13/2012,1002319368,BROFSArv,BROFSAap,wisea
Approved refund $886.81 TOP to borrower.,7/13/2012,1001574509,BROFSArv,BROFSAap,gissenk
Approved refund $900.33 AWG OP to borrower.,7/10/2012,1003382239,BROFSArv,BROFSAap,gissenk
Approved refund (2 cks  133.29/318.58) to borrower see 12/14/12 note,12/20/2012,1003606621,BROFSArv,BROFSAap,toomerc
Approved refund 101.87 to borrower AWG and TOP.,4/15/2013,1001226992,BROFSArv,BROFSAap,gissenk
Approved refund 103.23 to borrower AWG OP.,4/10/2013,1002048217,BROFSArv,BROFSAap,gissenk
Approved refund 103.55 to borrower AWG OP.,4/9/2013,1002906808,BROFSArv,BROFSAap,gissenk
Approved refund 1037.00 to borrower TOP after UNP discharge.,4/12/2013,1001921699,BROFSArv,BROFSAap,gissenk
Approved refund 105.01 to borrower VOL after Rehab.,4/10/2013,1001048133,BROFSArv,BROFSAap,gissenk
Approved refund 106.38 to SALLIE MAE VOL after Rehab.,4/9/2013,1002455271,BROFSArv,BROFSAap,gissenk
Approved refund 107.71 to borrower TOP Hardship.,4/11/2013,1001300343,BROFSArv,BROFSAap,gissenk
Approved refund 107.71 to borrower TOP Harship. Previous request didn't process.,4/16/2013,1001300343,BROFSArv,BROFSAap,gissenk
Approved refund 110.00 to Lender PHEAA  VOL after Rehab.,4/10/2013,1000897139,BROFSArv,BROFSAap,gissenk
Approved refund 110.00 to Lender PHEAA VOL after Rehab.,4/11/2013,1000125365,BROFSArv,BROFSAap,gissenk
Approved refund 1133.00 to Lender NELNET VOL after Rehab.,4/10/2013,1001758705,BROFSArv,BROFSAap,gissenk
Approved refund 1139.40 to borrower AWG OP.,4/9/2013,1003300462,BROFSArv,BROFSAap,gissenk
Approved refund 114.30 to DL Montgomery.,4/11/2013,1000273578,BROFSArv,BROFSAap,gissenk
Approved refund 1171.00 to innocent party Mary Jandreau TOP payment.,4/11/2013,1002600783,BROFSArv,BROFSAap,gissenk
Approved refund 1186.00 to innocent party Jo Ann Wrobleski.,4/11/2013,1001506521,BROFSArv,BROFSAap,gissenk
Approved refund 12.69 to borrower partial TOP OP.,4/10/2013,1000670866,BROFSArv,BROFSAap,gissenk
Approved refund 125.00 to borrower TOP after TPD.,4/10/2013,1001725142,BROFSArv,BROFSAap,gissenk
Approved refund 1259.00 to borrower TOP after Rehab.,4/15/2013,1001220695,BROFSArv,BROFSAap,gissenk
Approved refund 130.00 to Lender PHEAA VOL after Rehab.,4/18/2013,1000057372,BROFSArv,BROFSAap,gissenk
Approved refund 1304.00 to borrower TOP after Rehab.,4/15/2013,1001287677,BROFSArv,BROFSAap,gissenk
Approved refund 138.62 to borrower TOP after Comp.,4/11/2013,1000200256,BROFSArv,BROFSAap,gissenk
Approved refund 139.97 AWG OP and TOP.,4/15/2013,1000179084,BROFSArv,BROFSAap,gissenk
Approved refund 1404.75 to Lender DL Montgomery CONSOL OP.,4/9/2013,1002600710,BROFSArv,BROFSAap,gissenk
Approved refund 1408.22 to borrower partial TOP for COMP OP.,4/10/2013,1001909063,BROFSArv,BROFSAap,gissenk
Approved refund 142.50 to borrower AWG after CONSOL.,4/18/2013,1000851513,BROFSArv,BROFSAap,gissenk
Approved refund 1420.20 to borrower TOP. ,4/9/2013,1002852242,BROFSArv,BROFSAap,gissenk
Approved refund 143.99 to borrower AWG and TOP.,4/15/2013,1000881427,BROFSArv,BROFSAap,gissenk
Approved refund 147.29 to borrower TOP after Rehab.,4/15/2013,1001568950,BROFSArv,BROFSAap,gissenk
Approved refund 148.49 to borrower AWG OP and VOL OP and Partial TOP OP.,4/11/2013,1000247495,BROFSArv,BROFSAap,gissenk
Approved refund 150.00 to Sallie Mae after REHAB.,4/9/2013,1002884977,BROFSArv,BROFSAap,gissenk
Approved refund 151.74 to borrower AWG OP.,4/10/2013,1001870633,BROFSArv,BROFSAap,gissenk
Approved refund 156.51 to borrower TOP OP.,4/9/2013,1003544633,BROFSArv,BROFSAap,gissenk
Approved refund 1589.17 to borrower Partial TOP OP.,4/10/2013,1002151961,BROFSArv,BROFSAap,gissenk
Approved refund 1608.56 to borrower TOP after COMP.,4/18/2013,1000578248,BROFSArv,BROFSAap,gissenk
Approved refund 1640.80 to borrower COMP OP.,4/11/2013,1000509074,BROFSArv,BROFSAap,gissenk
Approved refund 170.33 to borrower AWG and Partial TOP.,4/12/2013,1001763487,BROFSArv,BROFSAap,gissenk
Approved refund 170.75 to borrower TOP OP.,4/11/2013,1000231434,BROFSArv,BROFSAap,gissenk
Approved refund 176.57 to borrower Partial TOP OP.,4/11/2013,1000416531,BROFSArv,BROFSAap,gissenk
Approved refund 1838.20 to borrower AWG and TOP.,4/15/2013,1001271470,BROFSArv,BROFSAap,gissenk
Approved refund 189.64 to borrower AWG OP and TOP OP. ,4/11/2013,1000524388,BROFSArv,BROFSAap,gissenk
Approved refund 19.77 to borrower TOP OP after COMP SIF.,4/10/2013,1000457269,BROFSArv,BROFSAap,gissenk
Approved refund 191.25  to borrower AWG OP.,4/9/2013,1002867414,BROFSArv,BROFSAap,gissenk
Approved refund 1922.00 to borrower TOP hardship.,4/8/2013,1000792823,BROFSArv,BROFSAap,gissenk
Approved refund 197.67 to borrower AWG after Hardship.,4/5/2013,1000032733,BROFSArv,BROFSAap,gissenk
Approved refund 20.02 to borrower AWG OP.,4/10/2013,1001644557,BROFSArv,BROFSAap,gissenk
Approved refund 203.19 to borrower partial AWG OP.,4/11/2013,1000119619,BROFSArv,BROFSAap,gissenk
Approved refund 2046.27 to borrower TOP Hardship.,4/8/2013,1001732000,BROFSArv,BROFSAap,gissenk
Approved refund 2073.75 to borrower TOP after Rehab.,4/9/2013,1002487629,BROFSArv,BROFSAap,gissenk
Approved refund 215.70 to borrower TOP after Pif.,4/10/2013,1000583541,BROFSArv,BROFSAap,gissenk
Approved refund 22.51 to borrower partial AWG,4/12/2013,1001907468,BROFSArv,BROFSAap,gissenk
Approved refund 220.00 to borrower TOP after COMP.,4/11/2013,1000165440,BROFSArv,BROFSAap,gissenk
Approved refund 228.89 to borrower AWG and TOP.,4/12/2013,1001869463,BROFSArv,BROFSAap,gissenk
Approved refund 23.92 to borrower Partial TOP OP.,4/18/2013,1000424520,BROFSArv,BROFSAap,gissenk
Approved refund 231.85 to borrower TOP and AWG OP.,4/18/2013,1002312196,BROFSArv,BROFSAap,gissenk
Approved refund 2312.64 to borrower VOL OP.,4/15/2013,1000479278,BROFSArv,BROFSAap,gissenk
